Type-Activité;Activité;Nom de l'établissement;Adresse de l'établissement;Code postal;Commune;Code insee;Latitude;Longitude;localisation;Adresse mail;Tél;Site Web;Complément_1;Complément_2
Patrimoine culturel;Architecture;Rangée de maisons, Kerhas, 1er ensemble;;44350;GUERANDE;44069;47.36188434128698;-2.3904694296579865;47.36188434128698, -2.3904694296579865;;;;1er quart 19e siècle;Le premier logis porte la date 1812 sur le linteau de la porte centrale. Il s'agissait à l'origine d'un logis-étable, abritant hommes et bêtes sous le même toit. Dans un premier temps, le logis, sans fenêtre, n'était visiblement percé que d'une seule porte au centre de la façade sud et d'une autre à l'arrière. La séparation de la partie logement, proprement dite, de la partie étable par un mur de refend en pierre a conduit dans un second temps au percement de deux nouvelles portes de part et d'autre de la porte primitive. Le jour d'aération de l'étable est peut-être contemporain de cette deuxième phase. La remise de l'autre côté de la rue figure sur le cadastre de 1819. Le second logis a été construit au milieu du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerhas, 2e ensemble;;44350;GUERANDE;44069;47.36200727562782;-2.3917865858944793;47.36200727562782, -2.3917865858944793;;;;Temps modernes;Le premier logis, signalé sur le cadastre de 1818, est sans doute antérieur à cette date. Les deux autres logis ont été construits au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerhaut, 1er ensemble;;44350;GUERANDE;44069;47.309263734557454;-2.3851595774240035;47.309263734557454, -2.3851595774240035;;;;limite 19e siècle 20e siècle;Rangée de trois maisons reconstruite probablement à la limite des XIXe et XXe siècles. La construction n'est pas signalée dans le registre des augmentations-diminutions (donc après 1894 ?).
Patrimoine culturel;Architecture;Rangée de maisons, Kerhaut, 2e ensemble;;44350;GUERANDE;44069;47.3096616630008;-2.3846206048916603;47.3096616630008, -2.3846206048916603;;;;3e quart 19e siècle;Ancienne rangée de maisons reconstruite en 1861 (partie ouest) et 1864 (partie est) d'après le registre des augmentations-diminutions sur des bâtiments plus anciens signalés sur le cadastre de 1819. Remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerhaut, 3e ensemble;;44350;GUERANDE;44069;47.310028763710896;-2.385275594012216;47.310028763710896, -2.385275594012216;;;;3e quart 19e siècle;Le logis ouest date de 1859 d'après le registre des augmentations-diminutions. Le logis est pourrait avoir été construit vers 1900 comme le suggèrent les encadrements de baies en brique.
Patrimoine culturel;Architecture;Rangée de maisons, Kerlavy;;44350;GUERANDE;44069;47.35294203553459;-2.4248877770281894;47.35294203553459, -2.4248877770281894;;;;Temps modernes;Ancienne rangée de deux logis en 1819, reconstruite pour la partie est en 1882, puis remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kermarais, 1er ensemble;;44350;GUERANDE;44069;47.33170532283195;-2.358366274754572;47.33170532283195, -2.358366274754572;;;;Temps modernes;Rangée construite principalement aux XIXe et au XXe siècles, peut-être sur un bâtiment plus ancien dont la présence est attestée sur le cadastre de 1819.
Patrimoine culturel;Architecture;Rangée de maisons, Kermarais, 2e ensemble;;44350;GUERANDE;44069;47.332940112960856;-2.358892315381275;47.332940112960856, -2.358892315381275;;;;Temps modernes;Rangée d'habitations datant du XXe siècle, reconstruite probablement sur des bâtiments plus anciens attestés sur le cadastre de 1819. La rangée se prolongeait visiblement à l'est, où l'on peut encore observer les vestige d'un ancien bâtiment à l'origine couvert de roseau.
Patrimoine culturel;Architecture;Rangée de maisons, Kermarais, 4e ensemble;;44350;GUERANDE;44069;47.33414670824957;-2.3583503001838992;47.33414670824957, -2.3583503001838992;;;;milieu 19e siècle;Rangée de 3 logis. Le premier logis a été construit en 1849 (date portée sur le linteau de la fenêtre), par Pierre Robert, fermier, sur un terrain acquis en 1847 à Jean Marie Louis Muterse de Guérande. Les matrices cadastrales indiquent un achèvement de la construction en 1853. Le second logis a été reconstruit dans les années 1970. Le dernier logis, comportant un étage carré date probablement de la fin du XIXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerouaré;;44350;GUERANDE;44069;47.36919454399055;-2.4383598427055895;47.36919454399055, -2.4383598427055895;;;;Temps modernes;Rangée d'habitations signalée sur le cadastre de 1819, remaniée au XIXe et XXe siècles. Le premier logis a été reconstruit en 1862 (1819 A1 249) d'après le registre des augmentations-diminutions.
Patrimoine culturel;Architecture;Rangée de maisons, Kerozan, 3e ensemble;;44350;GUERANDE;44069;47.373618463074145;-2.371806428064606;47.373618463074145, -2.371806428064606;;;;limite 19e siècle 20e siècle;Rangée d'habitations construite probablement à la limite des XIXe et XXe siècles. Elle n'est pas signalée dans le registre des augmentations-diminutions. L'avant-dernier logis a sans doute été reconstruit sur un bâtiment plus ancien signalé en 1818. Très remaniée et augmentée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerpiraud, 2e ensemble;;44350;GUERANDE;44069;47.32553754243951;-2.369784708650114;47.32553754243951, -2.369784708650114;;;;4e quart 19e siècle;Rangée construite en 1884 d'après les matrices cadastrales. Remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerpiraud, 3e ensemble;;44350;GUERANDE;44069;47.32561033898494;-2.36877638271057;47.32561033898494, -2.36877638271057;;;;4e quart 19e siècle;Rangée construite en 1878 (1819 G1 233) d'après le registre des augmentations-diminutions. Remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerpiraud, 3e ensemble;;44350;GUERANDE;44069;47.32562946659002;-2.369218240378977;47.32562946659002, -2.369218240378977;;;;4e quart 19e siècle;Rangée construite en 1861 (1819 G1 232) d'après le registre des augmentations-diminutions. Largement remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerrousseau, 1er ensemble;;44350;GUERANDE;44069;47.35342776765951;-2.359669356726845;47.35342776765951, -2.359669356726845;;;;18e siècle;Ancienne rangée comprenant deux unités d'exploitation sur le cadastre de 1819. Le logis ouest, actuellement détruit, était le plus ancien comme en témoigne le coup de sabre en façade. Seuls demeurent les vestiges d'une cheminée sur le mur pignon ouest. Le logis est a été construit en 1819, comme l'atteste la date portée sur le linteau de la porte de gauche. Il s'agit d'une maison-longue. La façade sud est ajourée de deux portes et une porte au nord ouvre sur le jardin. L'ensemble et ses dépendances étaient primitivement couverts en roseau.
Patrimoine culturel;Architecture;Rangée de maisons, Kerrousseau, 2e ensemble;;44350;GUERANDE;44069;47.353605366436454;-2.3593611709694158;47.353605366436454, -2.3593611709694158;;;;3e quart 19e siècle;"Ancienne rangée comprenant au moins deux unités d'exploitation en 1819, prolongées par une grange. Les deux bâtiments ouest sont indiqués comme ruinés sur le cadastre ancien. Une ""maison nouvelle"" est reconstruite à cet endroit en 1867. La partie est fut entièrement remaniée dans le courant du XXe siècle."
Patrimoine culturel;Architecture;Rangée de maisons, Kerrousseau, 3e ensemble;;44350;GUERANDE;44069;47.35400768210272;-2.358939171666342;47.35400768210272, -2.358939171666342;;;;limite 19e siècle 20e siècle;Rangée de deux unités d'exploitation construite ex-nihilo dans la seconde moitié du XIXe siècle ou au début du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kervrenel, 1er ensemble;;44350;GUERANDE;44069;47.331047004792836;-2.3682367926051713;47.331047004792836, -2.3682367926051713;;;;Temps modernes;Ancienne rangée d'habitations composée de trois logis en 1819, très remaniée (ou reconstruite ?) aux XIXe et XXe siècles. L'ancienne rangée, aux façades orientées nord-sud était implantée parallèlement au chemin. Les parties agricoles prenaient place de l'autre côté de la voie.
Patrimoine culturel;Architecture;Rangée de maisons, Kescoul, 2e ensemble;;44350;GUERANDE;44069;47.34631008746651;-2.3807477538862485;47.34631008746651, -2.3807477538862485;;;;2e quart 19e siècle;Le 1er logis a été construit ex-nihilo en 1846 comme l'indique un chronogramme sur l'un des piédroits de la porte d'entrée et le registre des augmentations-diminutions. Il a été augmenté d'un second logis ajouré de baies en brique probablement dans la dernière décennie du XIXe siècle ou au tout début du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, la Duine, 1er ensemble;;44350;GUERANDE;44069;47.3260286360643;-2.3741918924682865;47.3260286360643, -2.3741918924682865;;;;4e quart 19e siècle;Rangée visiblement reconstruite en 1886 d'après les matrices cadastrales sur un bâtiment plus ancien signalé sur le cadastre de 1819. Remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, la Grande-Noë, 2e ensemble;;44350;GUERANDE;44069;47.38843753028767;-2.3743495017194065;47.38843753028767, -2.3743495017194065;;;;1er quart 20e siècle;Rangée d'habitations constituée probablement dans le 1er quart du XXe siècle. Elle n'apparaît pas dans le registres des augmentations-diminutions, donc après 1894 (?).
Patrimoine culturel;Architecture;Rangée de maisons, le Grand-Poissevin, 2e ensemble;;44350;GUERANDE;44069;47.348099712523734;-2.4022044171628507;47.348099712523734, -2.4022044171628507;;;;3e quart 19e siècle;"De l'ancienne rangée signalée sur le cadastre de 1819, il ne reste rien. Le premier logis a été transformé en ""bâtiment rural"" en 1855 puis reconstruit en 1867 d'après le registre des augmentations-diminutions. Le deuxième logis a été reconstruit dans le 3e quart du XXe siècle."
Patrimoine culturel;Architecture;Rangée de maisons, le Grigueny, 1er ensemble;;44350;GUERANDE;44069;47.330243888447704;-2.465544856846754;47.330243888447704, -2.465544856846754;;;;Temps modernes;"Rangée d'habitation signalée sur le cadastre de 1820. Les deux premiers logis, datant vraisemblablement de l’Époque moderne, ne formaient visiblement à l'origine qu'un seul et même ensemble (manoir ?), ceint d'un mur de clôture. La carte archéologique de la Gaule y signale sur la façade sud trois bas-reliefs en marbre blanc représentant deux têtes de faunes et une tête de femme (ou d'Apollon) entourée de branches de chêne"" sans doute rapporté avant 1889. La porte d'entrée est couverte d'un linteau sculpté d'un écu et surmontée d'une niche en tuffeau (remploi ?). L'appentis en façade est antérieur à 1819. Les deux derniers logis sont antérieurs à 1819."
Patrimoine culturel;Architecture;Rangée de maisons, le Méné, 1er ensemble;;44350;GUERANDE;44069;47.33969099711307;-2.3524523335901266;47.33969099711307, -2.3524523335901266;;;;2e quart 19e siècle;En 1819, l'ensemble signalé sur le cadastre ancien est constitué d'une maison prolongée de deux granges. En 1840, la grange nord est transformée en maison d'habitation. L'ensemble est finalement reconstruit en 1882 puis largement remanié au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, le Mené, 2e ensemble;;44350;GUERANDE;44069;47.33963277208271;-2.3519029920660874;47.33963277208271, -2.3519029920660874;;;;Temps modernes;Les deux logis repérés formaient à l'origine une seule rangée d’habitation. En 1819, la rangée constituait un ensemble écurie - grange - maison - maison - maison - prolongé de deux bâtiments en ruine. Le logis est a été reconstruit en 1843 et très remanié au XXe siècle. La remise est également postérieure à 1819.
Patrimoine culturel;Architecture;Rangée de maisons, le Mené, 3e ensemble;;44350;GUERANDE;44069;47.339262954436634;-2.3525213280933803;47.339262954436634, -2.3525213280933803;;;;Temps modernes;Rangée d'habitations probablement reconstruite dans la deuxième moitié XIXe siècle sur des bâtiments plus anciens dont la présence est attestée sur le cadastre de 1819.
Patrimoine culturel;Architecture;Rangée de maisons, le Petit-Bois;;44350;GUERANDE;44069;47.33225184933126;-2.4706646197161373;47.33225184933126, -2.4706646197161373;;;;2e moitié 17e siècle;"Rangée attribuable, pour le noyau le plus ancien (n° 3 et n° 5), aux années 1650-1750. Elle était composée en 1820 de 7 unités d'habitation. Le premier logis (n° 1) à l'est a été reconstruit d'après les matrices cadastrales en 1863. Le logis attenant, décrit comme ""bâtiment rural"" a été transformé en maison en 1868. Le dernier logis (n° 9) au nord-ouest a été reconstruit en 1860. C'est le seul de la rangée qui possède un étage."
Patrimoine culturel;Architecture;Rangée de maisons, le Petit-Poissevin;;44350;GUERANDE;44069;47.34716851611182;-2.397157658260256;47.34716851611182, -2.397157658260256;;;;Temps modernes;Rangée composée de 3 unités d'habitations en 1819. Une maison nouvelle a été construite à l'arrière des étables en 1847.
Patrimoine culturel;Architecture;Rangée de maisons, les Maisons-Mulet, 1er ensemble;;44350;GUERANDE;44069;47.33047518931219;-2.4778776519195818;47.33047518931219, -2.4778776519195818;;;;Temps modernes;Rangée d'habitations signalée sur le cadastre de 1820. Remaniée et augmentée aux XIXe et au XXe siècles.
Patrimoine culturel;Architecture;Rangée de maisons, les Maisons-Mulet, 2e ensemble;;44350;GUERANDE;44069;47.32957589787275;-2.477050870603656;47.32957589787275, -2.477050870603656;;;;limite 17e siècle 18e siècle;Rangée, orientée nord-sud, composée de quatre logis en 1820. Un cinquième logis a été construit à l'est en 1870 (1820 T2 2262). Le troisième logis (1819 T2 2257 et 2000 XN 241) est le plus ancien conservé. Sa lucarne à fronton triangulaire surmontée d'une boule semble autoriser une datation des années 1650-1750. Les autres logis ont été très remaniés dans le courant du XIXe siècle et au XXe siècle. Le cinquième logis a visiblement été divisé, puis augmenté d'un étage dans la première moitié du XXe siècle. Le sixième logis, sans doute postérieur à 1870, se caractérise par la présence plutôt rare sur la commune de baies à encadrements en brique.
Patrimoine culturel;Architecture;Rangée de maisons, l'Hôtel-Seignac;;44350;GUERANDE;44069;47.29690147075511;-2.40814706269624;47.29690147075511, -2.40814706269624;;;;17e siècle;Rangée composée de 6 logis en 1819. Le quatrième logis a été détruit. Seul le conduit de cheminée demeure en négatif sur le pignon ouest. La forme des lucarnes semble suggérer une datation des XVIIe et XVIIIe siècles.
