Nom de l'offre touristique;Type de l'offre;Adresse partie 2;Code postal;Nom de la commune;Code Insee de la Commune;Latitude;Longitude;localisation;email;N° de téléphone mobile;Url du site web;information 1;information 2
HÔTEL MERCURE NANTES CENTRE GARE;Hôtel - Restaurant;50-51 Quai Malakoff;44000;NANTES;44109;47.216145;-1.543225;47.216145, -1.543225;;02 40 35 30 30;http://www.mercure.com/fr/hotel-3448-hotel-mercure-nantes-centre-gare/index.shtml;4 étoiles Garage privé,Restaurant,WiFi Clef Verte;Animaux admis 9€/jour Mercure
THE ORIGINALS CITY HÔTEL DU GRAND MONARQUE;Hôtel;36 rue du Maréchal Joffre;44000;NANTES;44109;47.221652;-1.547592;47.221652, -1.547592;;02 40 74 02 40;http://www.theoriginalshotels.com;2 étoiles WiFi Qualité Tourisme;Animaux non acceptés  
HÔTEL RÉNOVA;Hôtel;11 Rue Beauregard;44000;NANTES;44109;47.21489;-1.555327;47.21489, -1.555327;;02 40 47 57 03;www.hotel-renova.com;Non classé WiFi ;Animaux non acceptés  
HÔTEL LE CAMBRONNE;Hôtel;11, rue Fourcroy;44000;NANTES;44109;47.211909;-1.561711;47.211909, -1.561711;;02 40 44 68 00;www.hotel-cambronne.com;1 étoile WiFi ;Animaux non acceptés  
HÔTEL DU PARC;Hôtel;92 route de la Garenne;44700;ORVAULT;44114;47.265369;-1.627049;47.265369, -1.627049;;02 40 63 04 79;www.hotel-du-parc-nantes.com;2 étoiles Parking privé,WiFi Club des Hôteliers,Qualité Tourisme;Animaux non acceptés  Contact hôtel
HÔTEL BEST WESTERN PLUS HÔTEL DE LA RÉGATE;Hôtel;155, Route de Gachet;44300;NANTES;44109;47.2935983;-1.5263418;47.2935983, -1.5263418;;02 40 50 22 22;https://www.hotel-nantes-laregate.com;4 étoiles Borne de recharge pour véhicules électriques,Parking privé,Restaurant,WiFi Club des Hôteliers,Écolabel Européen;Animaux admis 15€ par jour Best Western
HÔTEL LE PETIT PÊCHEUR;Hôtel - Restaurant;50, La Meilleraie;44370;LOIREAUXENCE;44213;47.3714056;-1.0170928;47.3714056, -1.0170928;;02 40 98 33 64;https://www.lepetitpecheur-varades.fr/;2 étoiles Garage privé,Parking privé,Restaurant,WiFi ;Animaux admis 5 
B&B HOTEL SAINT-NAZAIRE TRIGNAC;Hôtel;rue des Aigrettes;44570;TRIGNAC;44210;47.2916608;-2.2096507;47.2916608, -2.2096507;;08 92 78 80 96;https://www.hotel-bb.com/fr/hotel/saint-nazaire-la-baule;2 étoiles Climatisation,Parking privé,WiFi ;Animaux admis supplément pour animaux : 4€ par animal. B and B
Normandy Hôtel **;Hôtel;120 avenue de Mazy;44380;PORNICHET;44132;47.26987;-2.34467;47.26987, -2.34467;;02 40 61 03 08;http://www.normandyhotel.fr;2 étoiles WiFi ;Animaux admis  
Hôtel - Le Mondés;Hôtel;13 rue du Centre;44510;LE POULIGUEN;44135;47.27664;-2.4292;47.27664, -2.4292;;02 40 11 72 01;http://www.hotel-pouliguen.com;Non classé WiFi ;Animaux admis  
L'HÔTELLERIE DE LA TOILE A BEURRE;;82 Rue St Pierre;44150;ANCENIS-SAINT-GEREON;44003;47.366484;-1.175515;47.366484, -1.175515;;02 40 98 89 64;http://www.latoileabeurre.com; WiFi ;Animaux non acceptés  
Hôtel Saléa;Hôtel;Les Gentelleries;44210;PORNIC;44131;47.11176;-2.07268;47.11176, -2.07268;;02 28 53 00 22;http://www.hotel-salea-pornic.com;3 étoiles Parking privé,WiFi ;Animaux admis  
Grand Hôtel de l'Océan;Hôtel - Restaurant;Plage de Port Lin;44490;LE CROISIC;44049;47.2861;-2.5187;47.2861, -2.5187;;02 40 62 90 03;http://www.restaurantlocean.com;Non classé Climatisation,Garage privé,Restaurant,WiFi ;Animaux admis Animaux admis avec supplément 
Le Sud Bretagne ****;Hôtel - Restaurant;42 boulevard de la République;44380;PORNICHET;44132;47.26015;-2.3369;47.26015, -2.3369;;02 40 11 65 00;http://www.hotelsudbretagne.fr;4 étoiles Parking privé,Restaurant,WiFi ;Animaux admis  
Hôtel - Barrière L'Hermitage;Hôtel - Restaurant;5 esplanade Lucien Barrière;44504;LA BAULE-ESCOUBLAC;44055;47.28034;-2.40997;47.28034, -2.40997;;02 40 11 46 46;http://lhermitage-labaule.com;5 étoiles Climatisation,Espace bien-être,Parking privé,Piscine,Piscine couverte,Restaurant,Salle de sport,WiFi ;Animaux admis Uniquement en chambre Lucien Barrière
Domaine de la Briandais;Hôtel;La Briandais;44780;MISSILLAC;44098;47.5134;-2.11006;47.5134, -2.11006;;02 40 88 32 66;https://www.domainedelabriandais.com/;3 étoiles Parking privé ;Animaux admis tarif de 15 euros par jour et par animal 
HÔTEL CAMPANILE NANTES CENTRE ST JACQUES;Hôtel;16 Boulevard Emile Gabory;44200;NANTES;44109;47.196478;-1.531477;47.196478, -1.531477;;02 72 65 65 65;;3 étoiles Garage privé,Parking privé,Restaurant,WiFi Qualité Tourisme; Supplément 5€ Campanile
HÔTEL QUINTESSIA, CHÂTEAU & HÔTELS COLLECTION®;Hôtel;24 Chemin des Marais du Cens;44700;ORVAULT;44114;47.274396;-1.619625;47.274396, -1.619625;;02 40 76 84 02;http://www.quintessia-resort.com/fr;4 étoiles Espace bien-être,Parking privé,Piscine,Piscine couverte,Restaurant,Salle de sport,WiFi Écolabel Européen,Qualité Tourisme;Animaux admis gratuit Les Collectionneurs
HÔTEL B&B NANTES PARC EXPO LA CHAPELLE;Hôtel;87, rue du Leinster;44240;LA CHAPELLE-SUR-ERDRE;44035;47.276492;-1.548471;47.276492, -1.548471;;0 892 78 80 70;http://www.hotel-bb.com/;2 étoiles Parking privé,WiFi ;Animaux admis  B and B
HÔTEL NOVOTEL NANTES CARQUEFOU;Hôtel;4, allée des Sapins;44470;CARQUEFOU;44026;47.283319;-1.454294;47.283319, -1.454294;;02 28 09 44 54;https://all.accor.com;4 étoiles Parking privé,Piscine,Restaurant,Salle de sport,WiFi Qualité Tourisme;Animaux admis Supplément de 12 euros Novotel
HÔTEL IBIS NANTES CENTRE GARE SUD;Hôtel;3, allée Baco;44000;NANTES;44109;47.215202;-1.5474141;47.215202, -1.5474141;;02 40 20 21 20;http://www.ibishotel.com;3 étoiles Parking privé,Restaurant,WiFi Qualité Tourisme;Animaux admis  Ibis
HÔTEL LE LIEU DIT;Hôtel;78 Route de Vannes;44100;NANTES;44109;47.2352702;-1.5827172;47.2352702, -1.5827172;;02 40 76 96 88;www.lelieudit-nantes.com;1 étoile Parking privé,Restaurant,WiFi ;Animaux admis 5 
HÔTEL BRIT HÔTEL KERANN';Hôtel;19 Rue Bobby Sands;44800;SAINT-HERBLAIN;44162;47.2340413;-1.6537201;47.2340413, -1.6537201;;02 40 63 58 58;http://www.brithotel.fr/pays-de-la-loire/nantes-st-herblain;3 étoiles Parking privé,Restaurant,WiFi Qualité Tourisme;  
HÔTEL ARÔMA;Hôtel - Restaurant;4 place Jean Guihard;44130;BLAIN;44015;47.4755592;-1.7648189;47.4755592, -1.7648189;;;;Non classé Restaurant,WiFi ;Animaux admis  
IBIS BUDGET SAINT-NAZAIRE CENTRE GARE;Hôtel;2 Boulevard de l'Atlantique;44600;SAINT-NAZAIRE;44184;47.2854256;-2.2102745;47.2854256, -2.2102745;;02 55 40 66 80;https://www.dusk-saint-nazaire.com/hotel-ibis-budget-saint-nazaire/;2 étoiles Climatisation,Local vélo,Parking privé,Restaurant,WiFi ;Animaux admis Supplément de 10€ par animal Ibis Budget
HÔTEL DE LA GARE NANTES;Hôtel;5 allée du Commandant Charcot;44000;NANTES;44109;47.21709;-1.545457;47.21709, -1.545457;;02 40 74 37 25;http://www.hotel-gare-nantes.com;2 étoiles WiFi Club des Hôteliers,Qualité Tourisme;Animaux admis Nous acceptons les animaux de compagnie dans la mesure où ils sont bien élevés et maitrisés Citotel
THE ORIGINALS NOVELLA NANTES CENTRE-GARE;Hôtel;38 rue de Richebourg;44000;NANTES;44109;47.2173312;-1.546572;47.2173312, -1.546572;;02 40 74 17 25;https://www.novella-nantes-centre.com/;2 étoiles Garage privé,Local vélo,WiFi Accueil Vélo,La Loire à vélo,La Vélodyssée,Qualité Tourisme;Animaux admis 10 The Originals Hotels
HÔTEL SAINT PATRICK;Hôtel;7, Rue Saint Nicolas;44000;NANTES;44109;47.21497;-1.55713;47.21497, -1.55713;;02 40 48 48 80;http://www.hotel-saintpatrick.com/;1 étoile WiFi ;Animaux non acceptés  
HÔTEL CAMPANILE REZÉ;Hôtel;6, Impasse Ordronneau;44400;REZE;44143;47.192075;-1.578727;47.192075, -1.578727;;02 40 05 05 95;http://www.campanile-nantes-sud-reze-aeroport.fr/fr;3 étoiles Parking privé,Restaurant,WiFi ;Animaux admis  Campanile
HÔTEL AKENA;Hôtel;Domaine des Thébaudières;44980;SAINTE-LUCE-SUR-LOIRE;44172;47.25409;-1.476942;47.25409, -1.476942;;02 28 01 46 66;www.hotels-akena.com/hotel/hotel-akena-nantes-sainte-luce;2 étoiles Parking privé,WiFi ;Animaux admis  
BRIT HOTEL SAINT-NAZAIRE CENTRE;Hôtel;2 rue du Commandant l'Herminier;44600;SAINT-NAZAIRE;44184;47.2858753;-2.2124314;47.2858753, -2.2124314;;02 40 01 89 89;https://hotel-saint-nazaire-korali.brithotel.fr/;3 étoiles WiFi Accueil Vélo,La Loire à vélo,La Vélodyssée,Qualité Tourisme;Animaux admis  Brithôtel
LE PETIT TRIANON;Hôtel - Restaurant;239 Avenue de Mindin;44250;SAINT-BREVIN-LES-PINS;44154;47.24916;-2.16516;47.24916, -2.16516;;02 40 27 22 16;http://www.petittrianon.fr;2 étoiles Restaurant,WiFi Qualité Tourisme;Animaux admis  Logis Hôtels
THE ORIGINALS SAINT-NAZAIRE ANAÏADE;Hôtel - Restaurant;45 route de Fondeline;44600;SAINT-NAZAIRE;44184;47.2859874;-2.2956486;47.2859874, -2.2956486;;02 40 19 52 52;www.hotel-anaiade.com;3 étoiles Parking privé,Restaurant,WiFi HôtelCert,Qualité Tourisme;Animaux admis  The Originals Hotels
IBIS SAINT-NAZAIRE TRIGNAC;Hôtel;5 rue la fontaine au brun;44570;TRIGNAC;44210;47.3003213;-2.2082315;47.3003213, -2.2082315;;02 40 90 39 39;https://www.accorhotels.com/fr/hotel-0858-ibis-saint-nazaire-trignac/index.shtml#origin=accorhotels;3 étoiles Climatisation,Espace bien-être,Parking privé,Piscine,Piscine couverte,Restaurant,WiFi ;Animaux admis Animaux acceptés avec supplément de 5€ Ibis
Le Rocher des Marais;Hôtel;13 rue des Sablons;44210;PORNIC;44131;47.1128;-2.13465;47.1128, -2.13465;;02 40 63 27 00;http://www.lerocherdesmarais.fr;2 étoiles Parking privé,WiFi ;  
APPART HÔTEL LOIRE ESCALE;Hôtel;51 ruelle des Trois Marchands;44150;ANCENIS-SAINT-GEREON;44003;47.3642281;-1.1783312;47.3642281, -1.1783312;;;https://www.loire-escale.com/;4 étoiles Garage privé,WiFi Accueil Vélo,La Loire à vélo;Animaux admis sur demande 
Hôtel - La Ferme du Blanchot;Hôtel - Restaurant;Le Blanchot;44160;CROSSAC;44050;47.4066;-2.16465;47.4066, -2.16465;;02 40 00 34 70;http://lafermedublanchot.fr;2 étoiles Parking privé,Restaurant,WiFi ;Animaux admis  Logis Hôtels
LE RELAIS DU TILLON;Hôtel - Restaurant;le Tillon;44260;LA CHAPELLE-LAUNAY;44033;47.3810468;-1.967631;47.3810468, -1.967631;;02 40 56 86 22;http://www.hotel-restaurant-tillon.fr/;Non classé  ;  
Hôtel - L'Albatros;Hôtel;Place des Halles;44510;LE POULIGUEN;44135;47.27727;-2.429;47.27727, -2.429;;02 40 42 32 45;http://www.albatros-hotel.fr;Non classé WiFi ;Animaux admis  
Auberge de Kerhinet;Hôtel - Restaurant;Village de Kerhinet;44410;SAINT-LYPHARD;44175;47.36396;-2.34959;47.36396, -2.34959;;02 40 91 32 36;http://www.aubergedekerhinet.com;En cours de classement Parking privé,Restaurant ;Animaux non acceptés  
HÔTEL B&B NANTES LA BEAUJOIRE;Hôtel;82, route de Paris;44300;NANTES;44109;47.2537;-1.51373;47.2537, -1.51373;;08 92 78 80 69;http://www.hotel-bb.com;2 étoiles Parking privé,WiFi ;Animaux admis Supplément 4€ 
Relais & Châteaux Castel Marie-Louise;Hôtel - Restaurant;1 avenue Andrieu;44500;LA BAULE-ESCOUBLAC;44055;47.28107;-2.40793;47.28107, -2.40793;;02 40 11 48 38;http://www.castel-marie-louise.com;5 étoiles Espace bien-être,Garage privé,Parking privé,Restaurant,WiFi ;Animaux admis 30€ par jour en chambre (acceptés en chambre, interdits au restaurant) Relais et Châteaux
Hôtel - Le Castel Moor;Hôtel;12 avenue du Castouillet;44490;LE CROISIC;44049;47.30028;-2.53354;47.30028, -2.53354;;02 40 23 24 18;http://www.hotelcastelmoor.com;2 étoiles Parking privé,WiFi ;Animaux admis  
L'AUBERGE BRETONNE***;Hôtel - Restaurant;23 place de la Motte;44110;CHATEAUBRIANT;44036;47.7179777;-1.3783476;47.7179777, -1.3783476;;02 40 81 03 05;http://www.aubergebretonne.com;3 étoiles Restaurant,WiFi ;Animaux admis  
LE MANOIR DE LA JAHOTIÈRE;Hôtel;Le Manoir de la Jahotière;44170;ABBARETZ;44001;47.5550316;-1.4454757;47.5550316, -1.4454757;;02 40 07 71 23;http://www.lajahotiere.com/;3 étoiles Parking privé,Restaurant,WiFi ;  
Alliance Pornic - Hôtel Thalasso et Spa;Hôtel - Restaurant;Plage de la Source;44210;PORNIC;44131;47.10743;-2.09721;47.10743, -2.09721;;02 40 82 21 21;http://www.thalassopornic.com;4 étoiles Espace bien-être,Parking privé,Piscine,Restaurant,Salle de sport,WiFi ;Animaux non acceptés  
HÔTEL-RESTAURANT L'ESPLANADE;Hôtel - Restaurant;;44640;LE PELLERIN;44120;47.200228;-1.75346;47.200228, -1.75346;;02 40 04 68 14;http://www.hotel-lesplanade.fr;Non classé Local vélo,Restaurant,WiFi ;Animaux admis  
BEAUJOIRE HÔTEL;Hôtel - Restaurant;15 RUE DES PAYS DE LA LOIRE;44300;NANTES;44109;47.257454;-1.5295404;47.257454, -1.5295404;;02 40 93 00 01;http://www.beaujoire-hotel.com/;2 étoiles Parking privé,Restaurant,WiFi Clef Verte,Qualité Tourisme;Animaux admis Avec supplément. Logis Hôtels
HÔTEL ALBERT;Hôtel;129 Route de Rennes;44700;ORVAULT;44114;47.2552534;-1.5774434;47.2552534, -1.5774434;;02 40 76 76 08;https://citotel.fr/hotel/200-citotel-albert-orvault;Non classé Parking privé Qualité Tourisme;Animaux non acceptés  Citotel
HÔTEL IBIS BUDGET NANTES REZÉ AEROPORT;Hôtel;1 rue de l'Ile Macé;44400;REZE;44143;47.1926;-1.554608;47.1926, -1.554608;;02 28 07 17 90;https://all.accor.com;2 étoiles Parking privé,Restaurant,WiFi Clef Verte;Animaux admis  
HÔTEL SAINT DANIEL;Hôtel;4 rue du Bouffay;44000;NANTES;44109;47.21489;-1.55405;47.21489, -1.55405;;02 40 47 41 25;www.hotel-saintdaniel.fr;1 étoile WiFi ;Animaux non acceptés suivant conditions et en supplément. garantie bancaire. tarifs sur site www.hotel-saintdaniel.fr 
BHÔ HÔTEL;Hôtel;3 Rue Victor Schoelcher;44800;SAINT-HERBLAIN;44162;47.2223488;-1.6263328;47.2223488, -1.6263328;;02 40 38 33 33;www.hotelsbho.com;3 étoiles Climatisation,Parking privé,Salle de sport,WiFi ;Animaux admis 10€/jour 
HÔTEL LES TROIS MARCHANDS;Hôtel;26 Rue Armand Brossard;44000;NANTES;44109;47.218507;-1.5562365;47.218507, -1.5562365;;02 40 47 62 00;http://www.hotel3marchands.com;3 étoiles WiFi ;  
HÔTEL LE TERMINUS;Hôtel;3 Allée du Commandant Charcot;44000;NANTES;44109;47.2177783;-1.5433848;47.2177783, -1.5433848;;02 40 74 24 51;http://www.hotel-terminus-nantes.com;2 étoiles WiFi Qualité Tourisme;Animaux non acceptés  Contact hôtel
APPART HOTEL - RÉSIDENCE LES DOUVES;Hôtel;77 Rue des Douves;44150;ANCENIS-SAINT-GEREON;44003;47.3642593;-1.1782729;47.3642593, -1.1782729;;02 40 09 78 33;http://www.residencelesdouves.com;Non classé Local vélo,WiFi ;Animaux non acceptés  
IBIS STYLES NANTES CENTRE GARE;Hôtel;8, allée du Commandant Charcot;44000;NANTES;44109;47.217163;-1.54536;47.217163, -1.54536;;02 40 74 14 54;http://www.ibis.com/fr/hotel-A8V4-ibis-styles-nantes-centre-gare/index.shtml;3 étoiles WiFi ;Animaux admis 5 Kyriad
HÔTEL ABAT JOUR;Hôtel;17 Rue Geoffroy Drouet;44000;NANTES;44109;47.221725;-1.548471;47.221725, -1.548471;;02 40 74 35 95;http://www.hotelabatjournantes.fr/;2 étoiles WiFi ;Animaux non acceptés  
HÔTEL SAINT YVES;Hôtel;154 rue du Général Buat;44000;NANTES;44109;47.224924;-1.544373;47.224924, -1.544373;;02 40 74 48 42;www.hotel-saintyves.fr;2 étoiles  Accueil Vélo,La Loire à vélo,La Vélodyssée;Animaux non acceptés  
OCEANIA HÔTEL DE FRANCE;Hôtel;24 rue Crébillon;44000;NANTES;44109;47.213461;-1.561561;47.213461, -1.561561;;02 40 73 57 91;https://www.oceaniahotels.com/fr/hotel/oceania-hotel-de-france-nantes;4 étoiles Climatisation,Parking privé,Salle de sport,WiFi Clef Verte;Animaux admis avec un supplément de 20 euros par jour 
HÔTEL IBIS NANTES LA BEAUJOIRE PARC EXPO;Hôtel;5 rue du Moulin de la Halvêque;44300;NANTES;44109;47.2538009;-1.5157188;47.2538009, -1.5157188;;02 40 93 22 22;http://www.accorhotels.com/fr/hotel-0855-ibis-nantes-la-beaujoire-parc-expo/index.shtml;3 étoiles Climatisation,Parking privé,Restaurant,WiFi Qualité Tourisme;Animaux admis 5 Ibis
SURE HOTEL BY BEST WESTERN NANTES SAINT-HERBLAIN;Hôtel;1, rue des Piliers de la Chauvinière;44800;SAINT-HERBLAIN;44162;47.229477;-1.633894;47.229477, -1.633894;;02 40 63 95 63;https://www.surehotel-saintherblain.com/;3 étoiles Climatisation,Parking privé,WiFi Clef Verte;  
THE ORIGINALS HÔTEL AGORA NANTES OUEST;Hôtel;31 rue Jules Verne;44700;ORVAULT;44114;47.2523;-1.619467;47.2523, -1.619467;;02 51 78 53 57;https://www.hotel-agora-nantes.com;2 étoiles Parking privé,WiFi Qualité Tourisme;Animaux admis 7,5€/ animal The Originals Hotels
HOTEL RESTAURANT L'ABREUVOIR;Hôtel - Restaurant;La Croix Blanche;44810;HERIC;44073;47.4199593;-1.6398741;47.4199593, -1.6398741;;02 40 57 63 81;https://www.hotel-abreuvoir.fr/;3 étoiles Borne de recharge pour véhicules électriques,Climatisation,Local vélo,Parking privé,Piscine,Restaurant,WiFi Accueil Vélo,Clef Verte,La Vélodyssée;Animaux admis Supplément de 7 € / nuit Logis Hôtels
Hôtel le Calluna;Hôtel - Restaurant;Pointe Saint-Gildas;44770;PREFAILLES;44136;47.13563;-2.24511;47.13563, -2.24511;;02 40 21 61 18;http://www.lecalluna.com;3 étoiles Espace bien-être,Piscine,Restaurant,WiFi Qualité Tourisme;Animaux non acceptés  Logis Hôtels
HOTEL RESTAURANT LA CASCADE;Hôtel;26 route de Gervaux;44190;CLISSON;44043;47.0935574;-1.2841607;47.0935574, -1.2841607;;02 40 54 02 41;http://www.la-cascade.net/;3 étoiles Local vélo,Parking privé,Restaurant,WiFi ;Animaux non acceptés  
HOTEL IBIS NANTES TREILLIERES;Hôtel - Restaurant;1 route de La Chapelle Sur Erdre;44119;TREILLIERES;44209;47.2788402;-1.5964123;47.2788402, -1.5964123;;02 40 72 87 88;https://all.accor.com/ssr/app/ibis/rates/1833/index.fr.shtml?dateIn=2023-12-21&nights=1&compositions=1&stayplus=false&snu=false&accessibleRooms=false&hideWDR=false&hideHotelDetails=false;3 étoiles Climatisation,Parking privé,WiFi Accueil Vélo,La Vélodyssée;Animaux admis SUPPLEMENT : +5,40 € Ibis
HOTEL L'AUBERGE DU TIRE BOUCHON;Hôtel - Restaurant;34 rue de la Vallée du Havre;44521;COUFFE;44048;47.3897586;-1.2957423;47.3897586, -1.2957423;;02 40 96 54 39;http://www.aubergedutirebouchon.com;Non classé Parking privé,Restaurant,WiFi Tables et Auberges de France - Auberges de Village;Animaux admis  
Hôtel - L'Estacade;Hôtel - Restaurant;4 quai du Lénigo;44490;LE CROISIC;44049;47.29746;-2.5146;47.29746, -2.5146;;02 40 23 03 77;http://www.lestacade.net;3 étoiles Restaurant ;  
Westotel Pornic - Côte de Jade;Hôtel - Restaurant;51 rue du canal;44210;PORNIC;44131;47.11602;-2.09302;47.11602, -2.09302;;02 55 40 10 10;https://www.westotel-pornic.com/;4 étoiles Climatisation,Espace bien-être,Parking privé,Piscine,Restaurant,Salle de sport,WiFi ;Animaux non acceptés  
Hôtel - La Palmeraie;Hôtel - Restaurant;7 avenue des Cormorans;44500;LA BAULE-ESCOUBLAC;44055;47.28281;-2.3976;47.28281, -2.3976;;02 51 10 58 51;http://www.lapalmeraie-labaule.fr;Non classé Climatisation,Restaurant,WiFi ;Animaux admis  
Hôtel Villa Flornoy ***;Hôtel - Restaurant;7 avenue Flornoy;44380;PORNICHET;44132;47.26421;-2.33931;47.26421, -2.33931;;02 40 11 60 00;http://www.villa-flornoy.com;3 étoiles Piscine couverte,Restaurant,WiFi ;Animaux admis 10 €/nuit Logis Hôtels
Hôtel - Eco Nuit Guérande;Hôtel;1 rue du Milan Noir;44350;GUERANDE;44069;47.33935;-2.42441;47.33935, -2.42441;;02 40 45 85 47;http://www.econuit.com;2 étoiles Parking privé,WiFi ;Animaux admis 5€ par nuit et par animal 
HOTEL DE LA LOUEE;Hôtel - Restaurant;11 rue Jean Mermoz;44115;HAUTE-GOULAINE;44071;47.184957;-1.4422441;47.184957, -1.4422441;;02 40 54 90 25;;3 étoiles Parking privé,Piscine couverte,Restaurant,WiFi Qualité Tourisme;Animaux admis petite taille Contact hôtel
Hôtel - Lutétia & Spa;Hôtel;13 avenue Olivier Guichard;44500;LA BAULE-ESCOUBLAC;44055;47.28358;-2.39432;47.28358, -2.39432;;02 40 60 25 81;http://www.lutetia-labaule.com;3 étoiles Espace bien-être,Parking privé,WiFi ;Animaux admis uniquement à l'hôtel 
Hôtel - La Mascotte;Hôtel - Restaurant;26 avenue Marie Louise;44500;LA BAULE-ESCOUBLAC;44055;47.28216;-2.40648;47.28216, -2.40648;;02 40 60 26 55;https://www.la-mascotte.fr;3 étoiles Garage privé,Restaurant,WiFi ;  
Hôtel - Les Dunes;Hôtel;277 avenue du Mal. de Lattre de Tassigny;44500;LA BAULE-ESCOUBLAC;44055;47.28635;-2.39442;47.28635, -2.39442;;02 51 75 07 10;http://www.hotel-des-dunes.com;3 étoiles Climatisation,Parking privé,WiFi Qualité Tourisme;Animaux non acceptés  
Hôtel - Best Western Garden and Spa;Hôtel;30 Avenue du Bois d'Amour;44500;LA BAULE-ESCOUBLAC;44055;47.28757;-2.3821;47.28757, -2.3821;;02 40 60 77 12;http://www.hotelgardenspalabaule.com;3 étoiles Espace bien-être,WiFi ;Animaux admis Moins de 5 kilos Best Western
Le Danicheff *;Hôtel;45 avenue du Général De Gaulle;44380;PORNICHET;44132;47.26753;-2.34167;47.26753, -2.34167;;02 40 61 07 32;;1 étoile WiFi ;Animaux admis  
